text,label
found a bball court on google maps seemingly the same distance as johnson was in jackson,1
zayn for best video    httpurl,0
make sure that you take time every day to do something for you     with the craziness that is life     httpurl,1
overcome depression   anxiety news   httpurl,1
i   a bisexual httpurl,0
do not compromise yourself   you are all you have got     janis joplin,0
aleph dabbed,0
rt    jet black heart httpurl,1
user   sonam 361 httpurl,0
i have it on my nf list       but u know me,0
i  m afraid my  are gonna struggle stopping the run and scoring in the red zone when they play the,0
solid positive attitude status   personality quiz   what  s your positive thinking level       whether their react     httpurl,1
rt    i will give   another chance next week   if it  s as bad as tonight  s show was then it  s game over for me,1
it  s been a while river cam   but you still fill me with joy     two_hearts  httpurl,1
rt      dropped his 3rd straight trip dub in the win over the wiz last night   rt if he should start in the,0
be positive always gopaytwin yong,0
please send in a selfie to the 24 hour radio show for  httpurl  httpurl,1
adelaide auditioned for daenerys from got god why can t i ever have nice things,0
rt    i hate cold weather,1
at this point                 13 seasons,0
rt    i  you do n t understand this   httpurl,1
gaaaaaaj  look at this guy hes picking on meeeee,0
rt      enters password   wrong   wrong   wrong   wrong     resets password   new password can t be your old password httpurl,0
question abput pain med tramadol   httpurl,1
user   hogtownmascotstoronto httpurl,0
starting with the reason   the reaso n i am a bisexual   thank u httpurl,0
its time to adopt,0
i will pray for your safety and success   be careful,0
is it toxic to describe mental illness as permanent    httpurl,1
rt    debbie reynolds   1932 2016   and carrie fisher   1956 2016     httpurl,0
rt      there  s mexicans in star wars     diego luna     eyes   eyes   eyes  httpurl,0
2 clarify   this is about the caption   bc im still dead inside over that,0
i never want to put one of these together again  httpurl,1
orlando brown is the craziest person alive lmaooo,0
are you fucking serious             it smells like smoke in my room now,1
aleph tried 20 backflips       oh   you pulled it off perfectly   hot damn,0
httpurl physical therapy isr httpurl,0
came first in my branch   nice,0
it  ll be a day to remember mate    winking_face,1
i love you too tuesyong tilltheend,0
what about the first of the ten commandments   which is   thou shalt have no other gods before me   how are we gods,0
is so it with you i i knew the terms,1
at least i  ll be making cash moneey,1
but who would love a girl who cuts herself,1
not sure why i  m so talkative tonight though,0
hiv is never   self inflicted   and no one   comes clean   about their status   really bad language used just now,1
wait i thought it was jyn       but i feel like in my not at all expert opinion   based on what i know   it  d be leia or luke,0
hmmmumpf     my thursday night this fall looks good httpurl,1
who are you and what have you done to the real g,0
being the only non musically talented member of the family   httpurl,1
dryer vent cleaning chicago httpurl,0
rt    higher pa guys   gopayt dreamteamyong,0
are probiotics a promising treatment strategy for depression     depression treatments   httpurl,1
well you seem uncultured   i think its only fair i come and teach you what  s right   sides   i  m doing it for free   charity,0
overcome depression   meditation for depression and stress relief   httpurl,1
exercise has modest effect on depression   medpage today   depression treatments   httpurl,1
i suppose i should get up,1
had to restock on toner and dry shampoo at lush too   which is always pricey but sooooooo worth it,1
rt    for all my haters out there     just know     you  re making some really good points,0
rt    why is the font always so fucking ugly,0
rt    man in arizona captures these images that are going viral   some say it  s a demon   others say an angel   what do you think,0
rt     gudetama   it  s such an inappropriate show   makes me see eggs differently    face_with_tears_of_joy,0
well of course   a moral compass is constructed by society,1
only the supporters of  like him   the rest of the country do n t want him to be potus because he  s a     httpurl,0
what if there is violence in the home,1
fangirls too hard at times,1
are you teaching your children to discriminate or to accept our differences,1
happy birthday to my bro  i got a bud light waiting for you   have a good one today homie  smiling_face_with_horns,1
loathe live   neet idol project,1
call trump voters   ask for help httpurl,0
rt       never lend money or do business w friends unless you  re willing to risk your fri,0
i  m literally crying cause i missed the episode,1
rt    today at noon 1 being interviewed     httpurl,1
metro accessibility lifts httpurl,0
rt    boeheim     this is about the players   i feel good when we win for them and for our fans   i  ve seen enough things   i  m hap,1
rt    14   if u wear tudung   your attitude matters   if you do n t wear tudung   ur attitude still matters   like generally everyo,0
have you ever suffered from low     httpurl,1
did you hear the 62 000   000 including the 37     the 65 000   000 or putin   it  s obvious what     httpurl,0
i forced myself to only eat half my chinese food to make it go further and 15 minutes later i  m starving again,1
relatable  snake  httpurl,0
annoying right    face_with_tears_of_joy,0
wearing perfume is a sexual thing actually   like   what  s the use of wearing perfumes if people do n t know you smell good,0
man   who are you to call the cia lying     trump   trash     httpurl,0
but someone mustve had the first idea,0
overcome depression   jennifer ellison opens up about her battle with postnatal depression   httpurl,1
but he is the glue that brought us all together,1
he has the same disease as  thinks he is on the level of obama     he has never been close cause he     httpurl,0
user   jason 111763 httpurl,0
emma has called the police to get them to come around today and suss my drunken behaviour   i need to leave the house,0
yesss who needs that okay shit we got the lol shit with everything,1
come maccready   we had to suit up     after you sit down   that  s cool,1
hush ye woman,1
will goody powders make you sick       httpurl,1
aleph dabbed,0
rt    clarke gave him the stength to face jaha when will i die,0
rt    leo is such a slytherin httpurl,1
the video is just amazing    smiling_face_with_heart eyes   ok_hand,1
this is really fucking depressing,1
interpreters 247 httpurl,0
rt    it  s three in the afternoon   it  s twitter party time   our tag is paytforyourdreams yong httpurl,0
provide my soul with memes it craves,1
im never truly alone cause i  ve always got long ass emma rainford hairs all over the place,0
twitter is not a good platform for wordy people   those who feel the need to thoroughly express themselves and their ideas   often in complex,0
ghrelin hormone launched during persistent stress might predispose individuals to ptsd   overcome depression   httpurl,1
rt    ran into  backstage   fun times with  today   httpurl,1
help for those who are helping other seniors   depression treatments   httpurl,1
